id_pelicula,titulo,popularidad,promedio_votos,cantidad_votos,presupuesto,ingresos,codigo_idioma_iso,nombre_compania_produccion,nombre_pais,fecha_estreno,nombre_actor,director,porcentage_ganancias,Action,Adventure,Animation,Comedy,Crime,Desconocido,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
10678,Bringing Down the House,5.76,5.4,191.0,20000000,132675402,en,Hyde Park Films,United States of America,2003-03-07,Steve Martin,Adam Shankman,663.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10679,Iron Sky,19.56,5.6,563.0,7500000,8135031,en,Blind Spot Pictures Oy,Finland,2012-03-10,Julia Dietze,Timo Vuorensola,108.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10681,WALL·E,16.09,7.8,6439.0,180000000,521311860,en,Walt Disney Pictures,United States of America,2008-06-22,Ben Burtt,Andrew Stanton,289.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10683,Happiness,5.49,7.4,197.0,3000000,2807390,en,Killer Films,United States of America,1998-10-16,Jane Adams,Todd Solondz,93.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10684,Courage Under Fire,11.6,6.2,240.0,46000000,100860818,en,Twentieth Century Fox Film Corporation,United States of America,1996-07-04,Denzel Washington,Edward Zwick,219.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10688,Hamlet,12.9,6.0,35.0,2000000,1568749,en,Miramax Films,United States of America,2000-05-12,Ethan Hawke,Michael Almereyda,78.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10690,Space Truckers,3.6,5.6,38.0,25000000,1614266,en,Goldcrest Films International,Ireland,1996-03-01,Dennis Hopper,Stuart Gordon,6.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10691,Crazy/Beautiful,6.24,6.6,98.0,13000000,16929123,es,Touchstone Pictures,United States of America,2001-06-29,Kirsten Dunst,John Stockwell,130.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10693,Peter Pan,16.86,7.0,1380.0,4000000,87404651,en,RKO Radio Pictures,United States of America,1953-02-05,Bobby Driscoll,Clyde Geronimi,2185.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10694,The Chase,14.36,5.599999999999999,89.0,26000000,8009329,en,Twentieth Century Fox Film Corporation,United States of America,1994-03-04,Charlie Sheen,Adam Rifkin,30.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10696,Glitter,5.42,3.4,38.0,22000000,5271666,en,Twentieth Century Fox Film Corporation,United States of America,2001-09-21,Mariah Carey,Vondie Curtis-Hall,23.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10707,The Squid and the Whale,10.949999999999998,6.900000000000001,229.0,1500000,11098131,en,Destination Films,United States of America,2005-10-05,Jeff Daniels,Noah Baumbach,739.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10708,Daddy Day Care,6.5,5.599999999999999,526.0,60000000,164433867,en,Columbia Pictures,United States of America,2003-05-03,Eddie Murphy,Steve Carr,274.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10712,Far from Heaven,10.11,6.9,145.0,13500000,29027914,en,Clear Blue Sky Productions,United States of America,2002-09-01,Julianne Moore,Todd Haynes,215.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10715,Looney Tunes: Back in Action,13.67,5.599999999999999,302.0,80000000,68514844,en,Lonely Film Productions GmbH & Co. KG.,Germany,2003-11-14,Brendan Fraser,Joe Dante,85.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10718,Torque,5.57,4.7,121.0,40000000,46546197,en,Village Roadshow Pictures,Australia,2004-01-16,Martin Henderson,Joseph Kahn,116.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10719,Elf,8.75,6.400000000000001,1007.0,32000000,173398518,en,New Line Cinema,United States of America,2003-10-09,Will Ferrell,Jon Favreau,541.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10720,Down with Love,9.39,6.1,202.0,35000000,20298207,en,Regency Enterprises,Germany,2003-05-08,Renée Zellweger,Peyton Reed,57.989999999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10723,Bulletproof,7.86,5.4,164.0,25000000,22611954,en,Universal Pictures,United States of America,1996-09-06,Damon Wayans,Ernest R. Dickerson,90.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10724,Firefox,8.98,5.5,141.0,18000000,70687344,ru,Malpaso Productions,United States of America,1982-06-13,Clint Eastwood,Clint Eastwood,392.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10725,Wolfen,2.52,6.0,57.0,17000000,10626725,en,Orion Pictures Corporation,United States of America,1981-07-24,Albert Finney,Michael Wadleigh,62.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10730,King Kong,5.81,5.9,179.0,23000000,90614445,en,Paramount Pictures,United States of America,1976-09-08,Jeff Bridges,John Guillermin,393.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10731,The Client,15.26,6.400000000000001,287.0,45000000,117615211,en,Regency Enterprises,United States of America,1994-07-20,Susan Sarandon,Joel Schumacher,261.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10733,The Alamo,12.24,5.8,108.0,145000000,25819961,en,Imagine Entertainment,United States of America,2004-04-07,Dennis Quaid,John Lee Hancock,17.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10734,Escape from Alcatraz,11.84,7.3,581.0,8000000,43000000,en,Paramount Pictures,United States of America,1979-06-22,Clint Eastwood,Don Siegel,537.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10747,The Outlaw Josey Wales,5.849999999999999,7.400000000000001,303.0,3700000,31800000,en,Warner Bros.,United States of America,1976-06-30,Clint Eastwood,Clint Eastwood,859.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10756,The Haunted Mansion,11.61,5.1,481.0,90000000,182290266,en,Walt Disney Pictures,United States of America,2003-11-25,Eddie Murphy,Rob Minkoff,202.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10758,Waitress,11.28,6.6,132.0,2000000,22179430,en,Night and Day Pictures,United States of America,2007-05-25,Keri Russell,Adrienne Shelly,1108.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10760,Sydney White,6.46,6.0,242.0,16500000,13620075,en,Morgan Creek Productions,United States of America,2007-09-21,Amanda Bynes,Joe Nussbaum,82.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10761,Made of Honor,6.419999999999999,6.0,410.0,40000000,84601681,en,Columbia Pictures,United Kingdom,2008-05-02,Patrick Dempsey,Paul Weiland,211.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10762,Without a Paddle,6.05,5.3,217.0,19000000,69631118,en,Paramount Pictures,United States of America,2004-08-20,Seth Green,Steven Brill,366.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10764,Quantum of Solace,13.680000000000001,6.1,3015.0,200000000,586090727,en,Eon Productions,United Kingdom,2008-10-30,Daniel Craig,Marc Forster,293.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10766,Damien: Omen II,10.24,6.1,170.0,6800000,26518355,en,Twentieth Century Fox Film Corporation,United States of America,1978-06-09,William Holden,Don Taylor,389.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10774,Network,13.18,7.8,391.0,3800000,23689877,en,United Artists,United States of America,1976-11-01,Faye Dunaway,Sidney Lumet,623.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10776,Little Shop of Horrors,7.41,6.7,389.0,25000000,38748395,en,The Geffen Company,United States of America,1986-12-19,Rick Moranis,Frank Oz,154.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10779,The Frighteners,12.09,6.7,413.0,30000000,29359216,en,WingNut Films,New Zealand,1996-07-18,Michael J. Fox,Peter Jackson,97.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10780,Overboard,5.55,6.7,240.0,1880006,26713187,en,Metro-Goldwyn-Mayer (MGM),United States of America,1987-12-16,Goldie Hawn,Garry Marshall,1420.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10782,Basic,14.33,6.2,290.0,50000000,42792561,en,Intermedia Films,United States of America,2003-04-18,John Travolta,John McTiernan,85.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10796,The One,9.77,5.7,445.0,49000000,72700000,en,Columbia Pictures,United States of America,2001-11-02,Jet Li,James Wong,148.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10799,Empire of the Wolves,9.26,5.5,57.0,24000000,11875866,fr,Gaumont,France,2005-04-20,Jean Reno,Chris Nahon,49.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10802,Showgirls,17.5,4.9,261.0,45000000,20350754,en,United Artists,France,1995-09-22,Elizabeth Berkley,Paul Verhoeven,45.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10803,Logan's Run,6.84,6.6,272.0,9000000,25000000,en,Metro-Goldwyn-Mayer (MGM),United States of America,1976-06-23,Michael York,Michael Anderson,277.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10805,Staying Alive,4.86,4.7,93.0,22000000,64892670,en,Paramount Pictures,United States of America,1983-07-11,John Travolta,Sylvester Stallone,294.97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10808,Dr. Dolittle 2,7.91,4.9,422.0,70000000,176104344,en,Twentieth Century Fox Film Corporation,United States of America,2001-06-22,Eddie Murphy,Steve Carr,251.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10823,Children of the Corn,11.85,5.6,243.0,800000,14000000,en,Hal Roach Studios,United States of America,1984-03-09,Peter Horton,Fritz Kiersch,1750.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10830,Matilda,10.03,6.9,892.0,36000000,33459416,en,Jersey Films,United States of America,1996-08-02,Mara Wilson,Danny DeVito,92.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10843,After Hours,6.58,7.4,251.0,4500000,10609321,en,Double Play,United States of America,1985-09-13,Griffin Dunne,Martin Scorsese,235.76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10849,The Purple Rose of Cairo,6.13,7.3,206.0,15000000,10631333,en,Orion Pictures,United States of America,1985-03-01,Mia Farrow,Woody Allen,70.88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10858,Nixon,5.09,7.1,72.0,44000000,13681765,en,Hollywood Pictures,United States of America,1995-12-22,Anthony Hopkins,Oliver Stone,31.09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10861,Maximum Risk,7.37,5.3,104.0,25000000,51702483,en,Columbia Pictures,United States of America,1996-09-13,Jean-Claude Van Damme,Ringo Lam,206.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10862,Bounce,13.35,5.5,120.0,35000000,36779296,en,Miramax Films,United States of America,2000-11-15,Ben Affleck,Don Roos,105.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10865,Atlantis: The Lost Empire,10.9,6.7,1257.0,120000000,186053725,en,Walt Disney Pictures,United States of America,2001-06-02,Michael J. Fox,Gary Trousdale,155.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10866,Joy Ride,10.34,6.3,328.0,23000000,36642838,en,Regency Enterprises,United States of America,2001-10-05,Steve Zahn,John Dahl,159.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10871,Switchback,3.74,5.8,52.0,37000000,6482195,en,Paramount Pictures,United States of America,1997-10-31,Dennis Quaid,Jeb Stuart,17.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10872,The Ref,5.87,6.7,99.0,11000000,11439193,en,Touchstone Pictures,United States of America,1994-03-09,Denis Leary,Ted Demme,103.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10873,Shadow of the Vampire,12.69,6.6,149.0,8000000,8279017,en,Saturn Films,United States of America,2000-05-15,John Malkovich,E. Elias Merhige,103.49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10876,Quills,5.39,6.8,129.0,13500000,7060876,en,Fox Searchlight Pictures,Germany,2000-11-22,Geoffrey Rush,Philip Kaufman,52.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10877,Exit Wounds,12.28,5.3,111.0,50000000,79958599,it,Village Roadshow Pictures,Canada,2001-03-13,Steven Seagal,Andrzej Bartkowiak,159.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10878,Saving Silverman,8.53,5.400000000000001,155.0,22000000,19351569,en,Village Roadshow Pictures,United States of America,2001-02-09,Jason Biggs,Dennis Dugan,87.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10879,I Love Trouble,3.57,5.3,41.0,45000000,61947267,en,Caravan Pictures,United States of America,1994-06-29,Nick Nolte,Charles Shyer,137.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10881,Avalon,5.02,6.8,93.0,8000000,8826094,pl,Bandai Visual Company,Japan,2001-01-20,Małgorzata Foremniak,Mamoru Oshii,110.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10882,Sleeping Beauty,14.28,6.8,1332.0,6000000,51000000,en,Walt Disney Productions,United States of America,1959-01-28,Mary Costa,Clyde Geronimi,850.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10890,Stripes,11.339999999999998,6.5,253.0,10000000,85300000,en,Columbia Pictures Industries,United States of America,1981-06-25,Bill Murray,Ivan Reitman,853.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10894,May,8.4,6.3,153.0,500000,150277,en,A Loopy Production LLC,United States of America,2002-01-13,Angela Bettis,Lucky McKee,30.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10895,Pinocchio,14.2,6.9,1412.0,2600000,84300000,en,RKO Radio Pictures,United States of America,1940-02-23,Mel Blanc,Hamilton Luske,3242.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10900,Surveillance,6.8,6.0,111.0,3500000,1115493,en,Blue Rider Pictures,United States of America,2008-02-08,Julia Ormond,Jennifer Chambers Lynch,31.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10906,Pet Sematary II,6.82,5.0,107.0,8000000,17092453,en,Paramount Pictures,United States of America,1992-08-28,Edward Furlong,Mary Lambert,213.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10907,The Adventures of Robin Hood,10.69,7.6,170.0,2033000,3981000,en,Warner Bros.,United States of America,1938-05-13,Errol Flynn,Michael Curtiz,195.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10909,Kalifornia,8.43,6.5,209.0,9000000,2395231,en,Propaganda Films,United States of America,1993-09-01,Brad Pitt,Dominic Sena,26.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10911,The Guns of Navarone,8.52,7.3,191.0,6000000,28900000,en,Columbia Pictures,United Kingdom,1961-04-27,Gregory Peck,J. Lee Thompson,481.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10923,Agent Cody Banks,10.45,5.0,289.0,28000000,58795814,en,Splendid Pictures,Canada,2003-03-14,Frankie Muniz,Harald Zwart,209.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10925,The Return of the Living Dead,6.260000000000001,7.3,270.0,4000000,14237000,en,Hemdale Film Corporation,United States of America,1985-05-15,Clu Gulager,Dan O'Bannon,355.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,Under the Tuscan Sun,8.51,6.400000000000001,178.0,18000000,58878723,en,Timnick Films,Italy,2003-04-30,Diane Lane,Audrey Wells,327.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10935,Heaven's Gate,4.39,6.5,56.0,44000000,3484331,en,United Artists,United States of America,1980-11-19,Kris Kristofferson,Michael Cimino,7.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10937,Barfly,15.17,7.3,80.0,3000000,3221568,en,Zoetrope Studios,United States of America,1987-09-02,Mickey Rourke,Barbet Schroeder,107.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10944,In the Cut,5.8,4.7,93.0,12000000,23,en,Pathe Productions,Australia,2003-09-09,Meg Ryan,Jane Campion,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10946,Earth,15.300000000000002,7.5,136.0,15000000,109000000,en,Gaumont,Germany,2007-04-22,Patrick Stewart,Alastair Fothergill,726.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10948,The Fox and the Hound,10.2,7.0,884.0,12000000,29800000,en,Walt Disney Productions,United States of America,1981-07-10,Mickey Rooney,Ted Berman,248.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10950,I Am Sam,12.94,7.2,542.0,22000000,92542418,en,New Line Cinema,United States of America,2001-12-28,Sean Penn,Jessie Nelson,420.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10952,New Jack City,12.979999999999999,6.3,134.0,8500000,47624253,en,Warner Bros.,United States of America,1991-03-08,Wesley Snipes,Mario Van Peebles,560.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10956,Joe Dirt,10.44,5.5,247.0,17700000,30987695,en,Columbia Pictures,United States of America,2001-04-10,David Spade,Dennie Gordon,175.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10957,The Black Cauldron,9.81,6.5,228.0,25000000,21288692,en,Walt Disney Pictures,United States of America,1985-07-24,Grant Bardsley,Ted Berman,85.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10972,Session 9,14.24,6.2,255.0,1500000,373967,en,October Films,United States of America,2001-08-10,Peter Mullan,Brad Anderson,24.929999999999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10982,Hoodwinked!,6.4,6.0,491.0,15000000,51053787,en,The Weinstein Company,United States of America,2005-12-16,Anne Hathaway,Cory Edwards,340.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10987,Halloween: The Curse of Michael Myers,8.77,5.0,173.0,5000000,15116634,en,Miramax Films,United States of America,1995-09-29,Donald Pleasence,Joe Chappelle,302.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10991,Pokémon: Spell of the Unknown,8.370000000000001,6.0,143.5,16000000,68411275,en,TV Tokyo,Japan,2000-07-08,Veronica Taylor,Michael Haigney,427.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10992,Cats & Dogs,8.14,5.0,363.0,60000000,93375151,en,Village Roadshow Pictures,United States of America,2001-07-04,Jeff Goldblum,Lawrence Guterman,155.63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10996,Stuart Little 2,9.27,5.4,632.0,120000000,169956806,en,Columbia Pictures,United States of America,2002-07-19,Michael J. Fox,Rob Minkoff,141.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10998,Fatal Attraction,14.26,6.6,305.0,14000000,320145693,en,Paramount Pictures,United States of America,1987-09-11,Michael Douglas,Adrian Lyne,2286.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10999,Commando,10.19,6.400000000000001,753.0,10000000,57500000,en,Twentieth Century Fox Film Corporation,United States of America,1985-10-03,Arnold Schwarzenegger,Mark L. Lester,575.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,The Birdcage,6.5,6.7,303.0,31000000,185260553,en,United Artists,United States of America,1996-03-08,Robin Williams,Mike Nichols,597.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,Blue Streak,6.23,6.1,359.0,65000000,117758500,en,Columbia Pictures,Germany,1999-09-17,Martin Lawrence,Les Mayfield,181.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11003,The Wedding Singer,8.88,6.5,603.0,18000000,123306987,en,New Line Cinema,United States of America,1998-02-13,Adam Sandler,Frank Coraci,685.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11007,Cheaper by the Dozen,7.36,6.0,725.0,40000000,190212113,en,Twentieth Century Fox Film Corporation,United States of America,2003-12-24,Steve Martin,Shawn Levy,475.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11009,Saturday Night Fever,13.66,6.5,383.0,3500000,237113184,en,Paramount Pictures,United States of America,1977-12-16,John Travolta,John Badham,6774.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11013,Secretary,10.94,6.8,378.0,4000000,9304609,en,Slough Pond,United States of America,2002-01-11,James Spader,Steven Shainberg,232.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11015,The Relic,7.7,5.8,130.0,60000000,33956608,en,Paramount Pictures,Germany,1997-01-10,Penelope Ann Miller,Peter Hyams,56.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11017,Billy Madison,6.64,6.2,464.0,10000000,26488734,fr,Jack Giarraputo Productions,United States of America,1995-02-10,Adam Sandler,Tamra Davis,264.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11018,Year of the Dragon,7.51,6.5,70.0,24000000,18707466,en,Metro-Goldwyn-Mayer (MGM),United States of America,1985-08-16,Mickey Rourke,Michael Cimino,77.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11022,Narc,5.21,6.8,144.0,6500000,12633747,en,Paramount Pictures,Canada,2002-01-14,Jason Patric,Joe Carnahan,194.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11023,Thirteen,14.38,6.599999999999999,355.0,2000000,4601043,en,Fox Searchlight Pictures,United States of America,2003-08-20,Evan Rachel Wood,Catherine Hardwicke,230.05000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11026,Exorcist: The Beginning,13.02,4.7,189.0,80000000,78000586,en,Morgan Creek Productions,United States of America,2004-08-20,Stellan Skarsgård,Renny Harlin,97.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11031,This Is Spinal Tap,13.98,7.6,413.0,2500000,4736202,en,Spinal Tap Prod.,United States of America,1984-05-04,Christopher Guest,Rob Reiner,189.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11033,Dressed to Kill,9.38,6.8,159.0,6500000,31899000,en,Filmways Pictures,United States of America,1980-06-25,Michael Caine,Brian De Palma,490.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11034,The Great Gatsby,5.7,6.2,144.0,6500000,26533200,en,Paramount Pictures,United States of America,1974-03-27,Robert Redford,Jack Clayton,408.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11036,The Notebook,15.24,7.7,3163.0,29000000,115603229,en,New Line Cinema,United States of America,2004-06-25,Rachel McAdams,Nick Cassavetes,398.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11040,Little Big Man,8.19,7.5,128.0,15000000,31559552,en,Cinema Center Films,United States of America,1970-12-14,Dustin Hoffman,Arthur Penn,210.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11042,The Barbarian Invasions,4.13,6.7,80.0,8000000,3432342,en,Pyramide Productions,Canada,2003-05-21,Rémy Girard,Denys Arcand,42.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11045,Taxi,7.75,4.8,245.0,25000000,36609966,en,Twentieth Century Fox Film Corporation,France,2004-10-06,Queen Latifah,Tim Story,146.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11046,Where Eagles Dare,12.09,7.4,233.0,7700000,21000000,de,Metro-Goldwyn-Mayer (MGM),United Kingdom,1968-12-04,Richard Burton,Brian G. Hutton,272.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11051,The Last Temptation of Christ,11.37,7.0,206.0,7000000,8373585,en,Universal Pictures,United States of America,1988-08-12,Willem Dafoe,Martin Scorsese,119.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11058,Godsend,11.27,4.7,114.0,25000000,30114487,en,Lions Gate Films,Canada,2004-04-30,Greg Kinnear,Nick Hamm,120.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11059,House of the Dead,5.7,2.7999999999999994,106.0,7000000,13818181,en,Boll Kino Beteiligungs GmbH & Co. KG,Canada,2003-04-11,Jonathan Cherry,Uwe Boll,197.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11064,Brewster's Millions,6.53,6.5,144.0,20000000,45833132,en,Universal Pictures,United States of America,1985-05-22,Richard Pryor,Walter Hill,229.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11066,Boomerang,6.51,5.4,139.0,40000000,70100000,fr,Paramount Pictures,United States of America,1992-06-30,Eddie Murphy,Reginald Hudlin,175.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11072,Blazing Saddles,13.229999999999999,7.2,619.0,2600000,119500000,en,Crossbow Productions,United States of America,1974-02-07,Cleavon Little,Mel Brooks,4596.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
